No,gpa_post,gpa_prior,rm_avg,rm_diff,or_indorm,gender,major,cohort,semester
2427,0.47297297297297297,0.08108108108108109,0.6486486486486487,0.3873873873873874,4,1,13,1,2
2427,0.43243243243243246,0.47297297297297297,0.5405405405405406,0.37837837837837834,3,1,13,1,3
2427,0.6486486486486487,0.43243243243243246,0.6351351351351352,0.2882882882882883,4,1,13,1,4
2428,0.36486486486486486,0.4594594594594595,0.5315315315315315,0.5135135135135135,3,1,13,1,1
2428,0.5675675675675675,0.36486486486486486,0.5540540540540541,0.5765765765765766,3,1,13,1,2
2428,0.8918918918918919,0.5675675675675675,0.509009009009009,0.37837837837837834,2,1,13,1,3
2428,0.8243243243243243,0.8918918918918919,0.481981981981982,0.08108108108108107,1,1,13,1,4
2429,0.918918918918919,0.9594594594594594,0.3194444444444445,0.27777777777777785,1,1,13,1,1
2429,0.9459459459459459,0.918918918918919,0.5138888888888888,0.4166666666666667,1,1,13,1,2
2429,0.9324324324324325,0.9459459459459459,0.5,0.5277777777777778,2,1,13,1,3
2429,0.9594594594594594,0.9324324324324325,0.4583333333333333,0.47222222222222215,1,1,13,1,4
2430,0.3333333333333333,0.16666666666666666,0.5837087087087087,0.5007507507507508,4,1,28,1,1
2430,0.20833333333333334,0.3333333333333333,0.7090840840840841,0.4181681681681682,3,1,28,1,2
2430,0.20833333333333334,0.20833333333333334,0.7458708708708709,0.47222222222222215,4,1,28,1,3
2430,0.25,0.20833333333333334,0.6996996996996997,0.45495495495495497,4,1,28,1,4
2431,0.2916666666666667,0.20833333333333334,0.5698198198198199,0.5285285285285286,3,1,28,1,1
2431,0.2916666666666667,0.2916666666666667,0.7229729729729729,0.3903903903903904,4,1,28,1,2
2431,0.25,0.2916666666666667,0.7180930930930932,0.5277777777777777,3,1,28,1,3
2431,0.375,0.25,0.6858108108108109,0.4827327327327328,3,1,28,1,4
2432,0.9166666666666666,0.5833333333333334,0.44481981981981983,0.5285285285285285,2,1,28,1,1
2432,1.0,0.9166666666666666,0.5146396396396397,0.4181681681681682,2,1,28,1,2
2432,0.9166666666666666,1.0,0.481981981981982,0.49174174174174173,1,1,28,1,3
2432,1.0,0.9166666666666666,0.4635885885885886,0.4827327327327327,2,1,28,1,4
2433,0.24324324324324326,0.16216216216216217,0.509009009009009,0.2342342342342342,4,1,13,1,1
2433,0.43243243243243246,0.24324324324324326,0.5675675675675675,0.1171171171171171,4,1,13,1,2
2433,0.8513513513513513,0.43243243243243246,0.6261261261261262,0.1261261261261261,4,1,13,1,3
2433,0.7567567567567568,0.8513513513513513,0.22072072072072077,0.10810810810810811,1,1,13,1,4
2434,0.5,0.3783783783783784,0.4369369369369369,0.37837837837837834,3,1,13,1,1
2434,0.5540540540540541,0.5,0.48198198198198194,0.2882882882882883,3,1,13,1,2
2434,0.22972972972972974,0.5540540540540541,0.5855855855855855,0.20720720720720717,3,1,13,1,3
2434,0.22972972972972974,0.22972972972972974,0.42792792792792794,0.4774774774774775,3,1,13,1,4
2435,0.6756756756756757,0.7297297297297297,0.31981981981981983,0.17117117117117117,1,1,13,1,1
2435,0.7432432432432432,0.6756756756756757,0.4234234234234234,0.18918918918918914,1,1,13,1,2
2435,0.2972972972972973,0.7432432432432432,0.5225225225225225,0.09909909909909904,1,1,13,1,3
2435,0.6081081081081081,0.2972972972972973,0.40540540540540543,0.4774774774774775,2,1,13,1,4
2436,0.527027027027027,0.4189189189189189,0.4234234234234234,0.37837837837837834,2,1,13,1,1
2436,0.581081081081081,0.527027027027027,0.47297297297297297,0.2882882882882883,2,1,13,1,2
2436,0.13513513513513514,0.581081081081081,0.5765765765765766,0.20720720720720717,2,1,13,1,3
2436,0.6216216216216216,0.13513513513513514,0.4594594594594595,0.41441441441441434,4,1,13,1,4
2437,0.8108108108108109,0.5945945945945946,0.31981981981981983,0.11711711711711713,1,1,13,1,1
2437,0.21621621621621623,0.8108108108108109,0.43693693693693697,0.13513513513513517,1,1,13,1,2
2437,0.28378378378378377,0.21621621621621623,0.22072072072072071,0.1081081081081081,3,1,13,1,3
2437,0.7837837837837838,0.28378378378378377,0.1801801801801802,0.22522522522522523,2,1,13,1,4
2438,0.5405405405405406,0.40540540540540543,0.3828828828828829,0.24324324324324328,2,1,13,1,1
2438,0.28378378378378377,0.5405405405405406,0.5270270270270271,0.31531531531531537,2,1,13,1,2
2438,0.05405405405405406,0.28378378378378377,0.1981981981981982,0.09009009009009007,1,1,13,1,3
2438,0.10810810810810811,0.05405405405405406,0.25675675675675674,0.19819819819819817,4,1,13,1,4
2439,0.33783783783783783,0.22972972972972974,0.44144144144144143,0.1801801801801802,4,1,13,1,1
2439,0.25675675675675674,0.33783783783783783,0.5945945945945946,0.2522522522522523,4,1,13,1,2
2439,0.3918918918918919,0.25675675675675674,0.2072072072072072,0.1081081081081081,2,1,13,1,3
2439,0.6351351351351351,0.3918918918918919,0.14414414414414414,0.15315315315315314,1,1,13,1,4
2440,0.43243243243243246,0.32432432432432434,0.40990990990990994,0.24324324324324328,3,1,13,1,1
2440,0.12162162162162163,0.43243243243243246,0.563063063063063,0.31531531531531537,3,1,13,1,2
2440,0.0945945945945946,0.12162162162162163,0.2522522522522523,0.04504504504504503,4,1,13,1,3
2440,0.14864864864864866,0.0945945945945946,0.24324324324324323,0.22522522522522523,3,1,13,1,4
2441,0.7027027027027027,0.581081081081081,0.4144144144144144,0.5945945945945946,2,0,13,1,1
2441,0.3918918918918919,0.7027027027027027,0.45045045045045046,0.6036036036036035,2,0,13,1,2
2441,0.7297297297297297,0.3918918918918919,0.31531531531531537,0.49549549549549554,2,0,13,1,3
2441,0.17567567567567569,0.7297297297297297,0.26126126126126126,0.4774774774774775,1,0,13,1,4
2442,0.44594594594594594,0.35135135135135137,0.4909909909909909,0.5945945945945946,3,0,13,1,1
2442,0.17567567567567569,0.44594594594594594,0.536036036036036,0.6036036036036035,3,0,13,1,2
2442,0.06756756756756757,0.17567567567567569,0.3873873873873874,0.49549549549549554,3,0,13,1,3
2442,0.05405405405405406,0.06756756756756757,0.481981981981982,0.48648648648648657,3,0,13,1,4
2443,0.0,0.0,0.6081081081081081,0.3603603603603604,4,0,13,1,1
2443,0.013513513513513514,0.0,0.6846846846846847,0.3063063063063063,4,0,13,1,2
2443,0.0,0.013513513513513514,0.44144144144144143,0.3873873873873874,4,0,13,1,3
2443,0.0,0.0,0.5045045045045046,0.44144144144144154,4,0,13,1,4
2444,0.9054054054054054,0.8918918918918919,0.3108108108108108,0.38738738738738737,1,0,13,1,1
2444,0.7567567567567568,0.9054054054054054,0.3828828828828829,0.4684684684684685,1,0,13,1,2
2444,0.7162162162162162,0.7567567567567568,0.19369369369369369,0.2522522522522523,1,0,13,1,3
2444,0.1891891891891892,0.7162162162162162,0.26576576576576577,0.48648648648648646,2,0,13,1,4
2445,1.0,1.0,0.7252252252252253,0.18918918918918917,1,1,13,1,1
2445,1.0,1.0,0.6756756756756758,0.2072072072072072,1,1,13,1,2
2445,1.0,1.0,0.536036036036036,0.15315315315315314,1,1,13,1,3
2445,0.972972972972973,1.0,0.47297297297297297,0.36936936936936937,1,1,13,1,4
2446,0.47297297297297297,0.5405405405405406,0.8783783783783784,0.1261261261261261,4,1,13,1,1
2446,0.4864864864864865,0.47297297297297297,0.8513513513513513,0.15315315315315314,4,1,13,1,2
2446,0.14864864864864866,0.4864864864864865,0.7072072072072073,0.36936936936936937,3,1,13,1,3
2446,0.40540540540540543,0.14864864864864866,0.7567567567567567,0.2882882882882883,4,1,13,1,4
2447,0.7837837837837838,0.8243243243243243,0.7837837837837838,0.3063063063063063,2,1,13,1,1
2447,0.44594594594594594,0.7837837837837838,0.7477477477477478,0.3513513513513513,2,1,13,1,2
2447,0.7027027027027027,0.44594594594594594,0.7207207207207208,0.34234234234234234,4,1,13,1,3
2447,0.9054054054054054,0.7027027027027027,0.5720720720720721,0.5675675675675675,2,1,13,1,4
2448,0.7702702702702703,0.8108108108108109,0.7882882882882883,0.3063063063063063,3,1,13,1,1
2448,0.6756756756756757,0.7702702702702703,0.7522522522522523,0.3513513513513513,3,1,13,1,2
2448,0.5675675675675675,0.6756756756756757,0.6441441441441441,0.36936936936936937,2,1,13,1,3
2448,0.8108108108108109,0.5675675675675675,0.6171171171171171,0.5675675675675675,3,1,13,1,4
2449,0.3783783783783784,0.6756756756756757,0.23423423423423428,0.23423423423423426,1,1,13,1,1
2449,0.2972972972972973,0.3783783783783784,0.3063063063063063,0.2882882882882883,2,1,13,1,2
2449,0.6216216216216216,0.2972972972972973,0.39639639639639634,0.31531531531531537,3,1,13,1,3
2449,0.13513513513513514,0.6216216216216216,0.22972972972972974,0.1711711711711712,1,1,13,1,4
2450,0.13513513513513514,0.08108108108108109,0.43243243243243246,0.3243243243243243,4,1,13,1,1
2450,0.1891891891891892,0.13513513513513514,0.3873873873873874,0.2342342342342342,4,1,13,1,2
2450,0.1891891891891892,0.1891891891891892,0.43243243243243246,0.24324324324324328,4,1,13,1,3
2450,0.0945945945945946,0.1891891891891892,0.37387387387387383,0.3333333333333333,3,1,13,1,4
2451,0.5675675675675675,0.43243243243243246,0.31531531531531537,0.39639639639639634,2,1,13,1,1
2451,0.6621621621621622,0.5675675675675675,0.24324324324324328,0.16216216216216217,1,1,13,1,2
2451,0.12162162162162163,0.6621621621621622,0.2747747747747748,0.09909909909909909,1,1,13,1,3
2451,0.4864864864864865,0.12162162162162163,0.39639639639639634,0.2882882882882883,4,1,13,1,4
2452,0.21621621621621623,0.1891891891891892,0.3963963963963964,0.39639639639639634,3,1,13,1,1
2452,0.33783783783783783,0.21621621621621623,0.3603603603603604,0.2882882882882883,3,1,13,1,2
2452,0.3783783783783784,0.33783783783783783,0.3828828828828829,0.31531531531531537,2,1,13,1,3
2452,0.5135135135135135,0.3783783783783784,0.3108108108108108,0.3333333333333333,2,1,13,1,4
2453,0.5540540540540541,0.6486486486486487,0.3288288288288288,0.5225225225225225,2,1,13,1,1
2453,0.8378378378378378,0.5540540540540541,0.3333333333333333,0.5225225225225225,2,1,13,1,2
2453,0.6081081081081081,0.8378378378378378,0.2972972972972973,0.48648648648648646,1,1,13,1,3
2453,0.6756756756756757,0.6081081081081081,0.21171171171171174,0.18918918918918917,1,1,13,1,4
2454,0.05405405405405406,0.013513513513513514,0.5405405405405406,0.4144144144144144,4,1,13,1,1
2454,0.08108108108108109,0.05405405405405406,0.5,0.48648648648648657,4,1,13,1,2
2454,0.04054054054054054,0.08108108108108109,0.5495495495495496,0.5315315315315315,3,1,13,1,3
2454,0.02702702702702703,0.04054054054054054,0.40090090090090086,0.22522522522522523,4,1,13,1,4
2455,0.8378378378378378,0.7972972972972973,0.27927927927927926,0.4234234234234235,1,1,13,1,1
2455,0.7702702702702703,0.8378378378378378,0.23873873873873874,0.3333333333333333,1,1,13,1,2
2455,0.32432432432432434,0.7702702702702703,0.31981981981981983,0.5315315315315315,2,1,13,1,3
2455,0.25675675675675674,0.32432432432432434,0.30630630630630634,0.37837837837837834,2,1,13,1,4
2456,0.10810810810810811,0.17567567567567569,0.48648648648648646,0.5225225225225225,3,1,13,1,1
2456,0.04054054054054054,0.10810810810810811,0.481981981981982,0.5225225225225225,3,1,13,1,2
2456,0.2702702702702703,0.04054054054054054,0.563063063063063,0.5045045045045046,4,1,13,1,3
2456,0.32432432432432434,0.2702702702702703,0.32432432432432434,0.37837837837837834,3,1,13,1,4
2457,0.16216216216216217,0.05405405405405406,0.41441441441441446,0.4234234234234234,3,1,13,1,1
2457,0.7297297297297297,0.16216216216216217,0.4909909909909909,0.2342342342342342,4,1,13,1,2
2457,0.5945945945945946,0.7297297297297297,0.5900900900900901,0.4144144144144144,2,1,13,1,3
2457,0.3108108108108108,0.5945945945945946,0.7837837837837838,0.018018018018017983,4,1,13,1,4
2458,0.2702702702702703,0.02702702702702703,0.4234234234234234,0.40540540540540543,4,1,13,1,1
2458,0.22972972972972974,0.2702702702702703,0.45495495495495497,0.3063063063063063,3,1,13,1,2
2458,0.7702702702702703,0.22972972972972974,0.7567567567567567,0.10810810810810811,4,1,13,1,3
2458,0.581081081081081,0.7702702702702703,0.7252252252252253,0.1351351351351351,3,1,13,1,4
2459,0.581081081081081,0.6621621621621622,0.2117117117117117,0.3513513513513513,1,1,13,1,1
2459,0.8513513513513513,0.581081081081081,0.3513513513513513,0.3063063063063063,2,1,13,1,2
2459,0.7837837837837838,0.8513513513513513,0.5495495495495496,0.3333333333333333,1,1,13,1,3
2459,0.6621621621621622,0.7837837837837838,0.7207207207207208,0.1351351351351351,2,1,13,1,4
2460,0.6216216216216216,0.5540540540540541,0.24774774774774774,0.4234234234234234,2,1,13,1,1
2460,0.6891891891891891,0.6216216216216216,0.3378378378378379,0.27927927927927926,1,1,13,1,2
2460,0.7972972972972973,0.6891891891891891,0.6036036036036035,0.41441441441441434,3,1,13,1,3
2460,0.7162162162162162,0.7972972972972973,0.7162162162162162,0.1261261261261261,1,1,13,1,4
2461,0.972972972972973,0.9054054054054054,0.6036036036036037,0.41441441441441446,1,1,13,1,1
2461,0.8243243243243243,0.972972972972973,0.6981981981981983,0.05405405405405402,1,1,13,1,2
2461,0.6351351351351351,0.8243243243243243,0.6756756756756758,0.23423423423423428,2,1,13,1,3
2461,0.8378378378378378,0.6351351351351351,0.5990990990990991,0.22522522522522526,2,1,13,1,4
2462,0.7162162162162162,0.24324324324324326,0.8243243243243242,0.1351351351351351,4,1,13,1,1
2462,0.5135135135135135,0.7162162162162162,0.7837837837837838,0.21621621621621623,3,1,13,1,2
2462,0.47297297297297297,0.5135135135135135,0.7792792792792792,0.14414414414414414,4,1,13,1,3
2462,0.35135135135135137,0.47297297297297297,0.6531531531531533,0.19819819819819826,4,1,13,1,4
2463,0.7297297297297297,0.8648648648648649,0.6171171171171171,0.4414414414414414,2,1,13,1,1
2463,0.6486486486486487,0.7297297297297297,0.7792792792792792,0.21621621621621623,2,1,13,1,2
2463,0.5135135135135135,0.6486486486486487,0.7342342342342342,0.23423423423423428,3,1,13,1,3
2463,0.527027027027027,0.5135135135135135,0.6396396396396397,0.22522522522522526,3,1,13,1,4
2464,0.6486486486486487,0.7027027027027027,0.6711711711711712,0.4414414414414414,3,1,13,1,1
2464,0.8648648648648649,0.6486486486486487,0.8063063063063063,0.1711711711711712,4,1,13,1,2
2464,0.8108108108108109,0.8648648648648649,0.6621621621621622,0.20720720720720723,1,1,13,1,3
2464,0.6891891891891891,0.8108108108108109,0.5405405405405405,0.10810810810810807,1,1,13,1,4
2465,0.7432432432432432,0.6891891891891891,0.16666666666666666,0.05405405405405406,1,1,13,1,1
2465,0.6081081081081081,0.7432432432432432,0.24774774774774774,0.21621621621621623,1,1,13,1,2
2465,0.918918918918919,0.6081081081081081,0.3963963963963964,0.30630630630630634,1,1,13,1,3
2465,0.8783783783783784,0.918918918918919,0.2522522522522523,0.07207207207207206,1,1,13,1,4
2466,0.06756756756756757,0.13513513513513514,0.3513513513513513,0.3603603603603603,4,1,13,1,1
2466,0.13513513513513514,0.06756756756756757,0.47297297297297297,0.3063063063063063,4,1,13,1,2
2466,0.24324324324324326,0.13513513513513514,0.5540540540540541,0.09909909909909909,4,1,13,1,3
2466,0.20270270270270271,0.24324324324324326,0.4774774774774775,0.4774774774774775,3,1,13,1,4
2467,0.28378378378378377,0.21621621621621623,0.32432432432432434,0.3693693693693693,2,1,13,1,1
2467,0.5945945945945946,0.28378378378378377,0.40090090090090086,0.45045045045045046,3,1,13,1,2
2467,0.3108108108108108,0.5945945945945946,0.40090090090090086,0.31531531531531537,2,1,13,1,3
2467,0.3918918918918919,0.3108108108108108,0.45495495495495497,0.4774774774774775,2,1,13,1,4
2468,0.3918918918918919,0.14864864864864866,0.34684684684684686,0.3693693693693693,3,1,13,1,1
2468,0.4594594594594595,0.3918918918918919,0.36486486486486486,0.45045045045045046,2,1,13,1,2
2468,0.20270270270270271,0.4594594594594595,0.4459459459459459,0.3153153153153153,3,1,13,1,3
2468,0.7972972972972973,0.20270270270270271,0.490990990990991,0.45045045045045046,4,1,13,1,4
2469,0.8513513513513513,0.7432432432432432,0.581081081081081,0.22522522522522523,2,1,13,1,1
2469,0.972972972972973,0.8513513513513513,0.5675675675675675,0.3243243243243243,1,1,13,1,2
2469,0.9594594594594594,0.972972972972973,0.5900900900900901,0.1981981981981982,1,1,13,1,3
2469,0.7297297297297297,0.9594594594594594,0.6126126126126126,0.09009009009009013,1,1,13,1,4
2470,0.3108108108108108,0.44594594594594594,0.6801801801801801,0.1801801801801802,4,1,13,1,1
2470,0.4189189189189189,0.3108108108108108,0.7477477477477478,0.17117117117117112,4,1,13,1,2
2470,0.527027027027027,0.4189189189189189,0.7747747747747749,0.22522522522522528,4,1,13,1,3
2470,0.28378378378378377,0.527027027027027,0.7567567567567567,0.20720720720720717,4,1,13,1,4
2471,0.5945945945945946,0.5135135135135135,0.6576576576576576,0.22522522522522523,3,1,13,1,1
2471,0.6351351351351351,0.5945945945945946,0.653153153153153,0.3603603603603604,3,1,13,1,2
2471,0.6486486486486487,0.6351351351351351,0.7027027027027026,0.3693693693693694,3,1,13,1,3
2471,0.5675675675675675,0.6486486486486487,0.7162162162162162,0.2882882882882883,3,1,13,1,4
2472,0.7972972972972973,0.7837837837837838,0.5675675675675675,0.19819819819819817,1,1,13,1,1
2472,0.7162162162162162,0.7972972972972973,0.5855855855855855,0.3603603603603604,2,1,13,1,2
2472,0.6621621621621622,0.7162162162162162,0.6756756756756758,0.3693693693693694,2,1,13,1,3
2472,0.3783783783783784,0.6621621621621622,0.7117117117117117,0.2882882882882883,2,1,13,1,4
2473,0.0945945945945946,0.0945945945945946,0.5765765765765766,0.39639639639639634,4,1,13,1,1
2473,0.16216216216216217,0.0945945945945946,0.5405405405405405,0.18018018018018014,4,1,13,1,2
2473,0.35135135135135137,0.16216216216216217,0.5270270270270271,0.27927927927927926,4,1,13,1,3
2473,0.2972972972972973,0.35135135135135137,0.4594594594594595,0.44144144144144143,3,1,13,1,4
2474,0.5135135135135135,0.25675675675675674,0.5225225225225225,0.5045045045045045,3,1,13,1,1
2474,0.40540540540540543,0.5135135135135135,0.40090090090090086,0.39639639639639634,2,1,13,1,2
2474,0.36486486486486486,0.40540540540540543,0.4459459459459459,0.4234234234234234,2,1,13,1,3
2474,0.7702702702702703,0.36486486486486486,0.45495495495495497,0.44144144144144143,2,1,13,1,4
2475,0.4189189189189189,0.6216216216216216,0.40090090090090086,0.5045045045045045,2,1,13,1,1
2475,0.3783783783783784,0.4189189189189189,0.43243243243243246,0.39639639639639634,3,1,13,1,2
2475,0.17567567567567569,0.3783783783783784,0.45495495495495497,0.4234234234234234,3,1,13,1,3
2475,0.16216216216216217,0.17567567567567569,0.518018018018018,0.3243243243243243,4,1,13,1,4
2476,0.6891891891891891,0.8513513513513513,0.3243243243243243,0.3513513513513513,1,1,13,1,1
2476,0.7972972972972973,0.6891891891891891,0.34234234234234234,0.27927927927927926,1,1,13,1,2
2476,0.8378378378378378,0.7972972972972973,0.3153153153153153,0.16216216216216217,1,1,13,1,3
2476,0.8648648648648649,0.8378378378378378,0.2972972972972973,0.12612612612612611,1,1,13,1,4
2477,0.013513513513513514,0.04054054054054054,0.5416666666666666,0.5277777777777778,4,1,13,1,1
2477,0.0,0.013513513513513514,0.47222222222222215,0.5277777777777778,4,1,13,1,2
2477,0.013513513513513514,0.0,0.4444444444444444,0.4166666666666667,4,1,13,1,3
2477,0.013513513513513514,0.013513513513513514,0.513888888888889,0.36111111111111116,4,1,13,1,4
2478,0.8333333333333334,0.6666666666666666,0.33295795795795796,0.5563063063063063,2,1,28,1,1
2478,0.75,0.8333333333333334,0.19894894894894896,0.3521021021021021,1,1,28,1,2
2478,0.8333333333333334,0.75,0.19444444444444442,0.3055555555555555,1,1,28,1,3
2478,0.875,0.8333333333333334,0.24061561561561562,0.26876876876876876,1,1,28,1,4
2479,0.041666666666666664,0.08333333333333333,0.5274024024024024,0.5563063063063063,3,1,28,1,1
2479,0.125,0.041666666666666664,0.4628378378378379,0.5465465465465466,3,1,28,1,2
2479,0.2916666666666667,0.125,0.40277777777777773,0.5,3,1,28,1,3
2479,0.2916666666666667,0.2916666666666667,0.4211711711711712,0.5465465465465466,3,1,28,1,4
2480,0.5416666666666666,0.875,0.26351351351351354,0.4174174174174173,1,1,28,1,1
2480,0.4583333333333333,0.5416666666666666,0.29617117117117114,0.5465465465465466,2,1,28,1,2
2480,0.4166666666666667,0.4583333333333333,0.2916666666666667,0.5,2,1,28,1,3
2480,0.6666666666666666,0.4166666666666667,0.3795045045045045,0.5465465465465466,2,1,28,1,4
2481,0.4594594594594595,0.4864864864864865,0.6527777777777778,0.638888888888889,3,1,13,1,1
2481,0.36486486486486486,0.4594594594594595,0.5972222222222222,0.6666666666666666,3,1,13,1,2
2481,0.33783783783783783,0.36486486486486486,0.6666666666666666,0.5277777777777778,3,1,13,1,3
2481,0.33783783783783783,0.33783783783783783,0.6666666666666666,0.5277777777777778,3,1,13,1,4
2482,0.0,0.041666666666666664,0.801051051051051,0.34234234234234234,4,1,28,1,1
2482,0.16666666666666666,0.0,0.7503753753753754,0.3603603603603604,4,1,28,1,2
2482,0.16666666666666666,0.16666666666666666,0.7327327327327327,0.3956456456456457,4,1,28,1,3
2482,0.125,0.16666666666666666,0.7237237237237237,0.4136636636636637,4,1,28,1,4
2483,1.0,0.9166666666666666,0.5093843843843844,0.6388888888888888,2,1,28,1,1
2483,0.9583333333333334,1.0,0.41704204204204204,0.5277777777777778,1,1,28,1,2
2483,0.9583333333333334,0.9583333333333334,0.4688438438438438,0.47222222222222215,1,1,28,1,3
2483,0.041666666666666664,0.9583333333333334,0.45983483483483484,0.47222222222222227,1,1,28,1,4
2484,0.7916666666666666,1.0,0.48160660660660665,0.5833333333333334,1,1,28,1,1
2484,0.875,0.7916666666666666,0.48648648648648646,0.6666666666666666,2,1,28,1,2
2484,0.875,0.875,0.49662162162162166,0.5277777777777778,2,1,28,1,3
2484,0.0,0.875,0.4876126126126126,0.5277777777777778,2,1,28,1,4
2485,0.6666666666666666,0.7916666666666666,0.6805555555555557,0.3888888888888889,2,1,28,1,1
2485,0.5833333333333334,0.6666666666666666,0.5972222222222223,0.13888888888888892,2,1,28,1,2
2485,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.22222222222222224,3,1,28,1,3
2485,0.9583333333333334,0.5833333333333334,0.5138888888888888,0.2777777777777778,2,1,28,1,4
2486,0.5,0.375,0.8194444444444445,0.16666666666666666,4,1,28,1,1
2486,0.375,0.5,0.6527777777777778,0.08333333333333333,4,1,28,1,2
2486,0.3333333333333333,0.375,0.6527777777777778,0.08333333333333333,4,1,28,1,3
2486,0.5833333333333334,0.3333333333333333,0.5972222222222222,0.19444444444444445,4,1,28,1,4
2487,0.5833333333333334,0.7083333333333334,0.7083333333333334,0.3888888888888889,3,1,28,1,1
2487,0.6666666666666666,0.5833333333333334,0.625,0.13888888888888892,3,1,28,1,2
2487,0.4583333333333333,0.6666666666666666,0.5555555555555556,0.22222222222222224,2,1,28,1,3
2487,0.7083333333333334,0.4583333333333333,0.5555555555555556,0.2777777777777778,3,1,28,1,4
2488,0.7083333333333334,0.9583333333333334,0.625,0.27777777777777773,1,1,28,1,1
2488,0.7083333333333334,0.7083333333333334,0.5833333333333334,0.11111111111111109,1,1,28,1,2
2488,0.75,0.7083333333333334,0.5416666666666666,0.19444444444444442,1,1,28,1,3
2488,0.75,0.75,0.4583333333333333,0.1666666666666667,1,1,28,1,4
2489,0.375,0.2916666666666667,0.6944444444444445,0.22222222222222224,4,1,28,1,1
2489,0.4166666666666667,0.375,0.7777777777777778,0.22222222222222224,4,1,28,1,2
2489,0.375,0.4166666666666667,0.7638888888888888,0.25,4,1,28,1,3
2489,0.4166666666666667,0.375,0.7222222222222222,0.08333333333333333,4,1,28,1,4
2490,0.9583333333333334,0.8333333333333334,0.513888888888889,0.3055555555555555,1,1,28,1,1
2490,0.9166666666666666,0.9583333333333334,0.5833333333333334,0.25,1,1,28,1,2
2490,0.6666666666666666,0.9166666666666666,0.5972222222222222,0.2777777777777778,1,1,28,1,3
2490,0.9166666666666666,0.6666666666666666,0.625,0.27777777777777773,3,1,28,1,4
2491,0.75,0.75,0.5416666666666666,0.36111111111111116,2,1,28,1,1
2491,0.5416666666666666,0.75,0.6527777777777778,0.3888888888888889,2,1,28,1,2
2491,0.7916666666666666,0.5416666666666666,0.7222222222222222,0.3333333333333333,3,1,28,1,3
2491,0.5,0.7916666666666666,0.5833333333333334,0.22222222222222224,1,1,28,1,4
2492,0.625,0.5,0.625,0.36111111111111116,3,1,28,1,1
2492,0.8333333333333334,0.625,0.6944444444444445,0.3888888888888889,3,1,28,1,2
2492,0.7083333333333334,0.8333333333333334,0.625,0.3333333333333333,2,1,28,1,3
2492,0.4583333333333333,0.7083333333333334,0.611111111111111,0.27777777777777773,2,1,28,1,4
2493,0.875,0.4166666666666667,0.4166666666666667,0.19444444444444442,3,1,28,1,1
2493,0.7916666666666666,0.875,0.25,0.22222222222222218,1,1,28,1,2
2493,1.0,0.7916666666666666,0.40277777777777773,0.36111111111111116,1,1,28,1,3
2493,0.8333333333333334,1.0,0.37499999999999994,0.3055555555555555,1,1,28,1,4
2494,0.4583333333333333,0.5416666666666666,0.375,0.13888888888888887,1,1,28,1,1
2494,0.625,0.4583333333333333,0.3888888888888889,0.5,2,1,28,1,2
2494,0.5416666666666666,0.625,0.45833333333333326,0.47222222222222215,2,1,28,1,3
2494,0.7916666666666666,0.5416666666666666,0.5277777777777778,0.6111111111111112,2,1,28,1,4
2495,0.16666666666666666,0.4583333333333333,0.40277777777777773,0.19444444444444442,2,1,28,1,1
2495,0.5,0.16666666666666666,0.4861111111111111,0.5,3,1,28,1,2
2495,0.5,0.5,0.49999999999999994,0.47222222222222215,3,1,28,1,3
2495,0.625,0.5,0.5416666666666666,0.6111111111111112,3,1,28,1,4
2496,0.125,0.25,0.47222222222222215,0.0833333333333333,4,1,28,1,1
2496,0.08333333333333333,0.125,0.5,0.47222222222222215,4,1,28,1,2
2496,0.08333333333333333,0.08333333333333333,0.6388888888888888,0.19444444444444442,4,1,28,1,3
2496,0.20833333333333334,0.08333333333333333,0.6805555555555555,0.3333333333333333,4,1,28,1,4
2497,0.08333333333333333,0.0,0.3611111111111111,0.3333333333333333,4,0,28,1,1
2497,0.25,0.08333333333333333,0.2916666666666667,0.13888888888888887,4,0,28,1,2
2497,0.125,0.25,0.125,0.2222222222222222,2,0,28,1,3
2497,0.3333333333333333,0.125,0.2222222222222222,0.41666666666666674,2,0,28,1,4
2498,0.20833333333333334,0.125,0.3194444444444444,0.4166666666666667,3,0,28,1,1
2498,0.0,0.20833333333333334,0.25,0.22222222222222224,3,0,28,1,2
2498,0.041666666666666664,0.0,0.2083333333333333,0.19444444444444442,4,0,28,1,3
2498,0.16666666666666666,0.041666666666666664,0.25,0.4166666666666667,3,0,28,1,4
2499,0.4166666666666667,0.3333333333333333,0.25,0.4166666666666667,2,0,28,1,1
2499,0.3333333333333333,0.4166666666666667,0.18055555555555558,0.11111111111111112,1,0,28,1,2
2499,0.625,0.3333333333333333,0.09722222222222222,0.16666666666666666,1,0,28,1,3
2499,0.5416666666666666,0.625,0.05555555555555555,0.08333333333333333,1,0,28,1,4
2500,0.25,0.625,0.15277777777777776,0.2222222222222222,1,0,28,1,1
2500,0.041666666666666664,0.25,0.23611111111111113,0.22222222222222224,2,0,28,1,2
2500,0.0,0.041666666666666664,0.19444444444444442,0.22222222222222218,3,0,28,1,3
2500,0.08333333333333333,0.0,0.2638888888888889,0.3888888888888889,4,0,28,1,4
2501,0.10256410256410256,0.14743589743589744,0.3247863247863248,0.5641025641025641,2,0,14,1,1
